Date,sentiment_score
2017-03-03,0.0554355917617
2017-03-04,1.06911498398
2017-03-05,0.19006488604
2017-03-06,6.0068423359
2017-03-07,-0.800736325447
2017-03-08,-9.97840651711
2017-03-09,5.75386245286
2017-03-10,17.810663696
2017-03-11,1.34629294279
2017-03-12,-0.283337469004
2017-03-13,-5.54355917617
2017-03-14,-3.76170086955
2017-03-15,12.7475463151
2017-03-16,-25.7467526182
2017-03-17,5.19246709502
2017-03-18,1.38588979404
2017-03-19,0.807775765671
2017-03-20,-0.876410307852
2017-03-21,-25.3895010269
2017-03-22,-6.8062587663
2017-03-23,-6.84233589745
2017-03-24,-20.4266956692
2017-03-25,0.960883590537
2017-03-26,0.475162215101
2017-03-27,-20.3985379083
2017-03-28,-7.37733335445
2017-03-29,-16.2461481063
2017-03-30,-15.6486756173
2017-03-31,6.48596423612
2017-04-01,0.417086833255
2017-04-02,-0.388049142332
2017-04-03,0.704823952399
2017-04-04,-1.65250859252
2017-04-05,16.6861131203
2017-04-06,-7.72930536564
2017-04-07,5.76530154322
2017-04-08,0.629149969994
2017-04-09,0.268378658529
2017-04-10,0.63090983005
2017-04-11,2.01943941418
2017-04-12,-16.2030315349
2017-04-13,-8.3417366651
2017-04-14,-1.03479771289
2017-04-15,-0.578114028372
2017-04-16,-0.45404389443
2017-04-17,-18.816423718
2017-04-18,-12.4386908753
2017-04-19,3.92800764483
2017-04-20,-6.36189410218
2017-04-21,-12.5949664483
2017-04-22,0.205903626544
2017-04-23,1.77393893638
2017-04-24,-13.7621056374
2017-04-25,-13.2403071308
2017-04-26,-27.9395382479
2017-04-27,-1.9006488604
2017-04-28,29.547170409
2017-04-29,0.784017654916
2017-04-30,3.48452291074
2017-05-01,-1.04359701317
2017-05-02,-0.097672233104
